P306,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],b,Group: 1
P308,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],baa,Group: 1
P336,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],baa,Group: 1
P373,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],b,Group: 1
P343,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],a,Group: 1
P265,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],a,Group: 1
P388,[0-7],[0-5],[0-8],[0-8],[0-7],[1-6],[2-6],[0-6],[1-9],[1-6],[1-7],[1-9],[1-5],[0-9],[0-9],[0-9],[0-10],[0-5],[0-9],[0-5],[0-7],[0-5],[1-5],[0-8],[1-7],[2-7],[0-4],[0-4],[0-5],[0-4],[0-5],[0-6],[0-5],[0-7],[0-7],[0-5],[0-6],[0-4],[1-4],[2-6],[1-7],[1-5],[0-6],[1-6],[0-6],[1-6],[1-7],[0-7],[1-8],[1-5],[2-6],[2-10],a,Group: 1
P314,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],baa,Group: 2
P166,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],baa,Group: 2
P197,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],baa,Group: 2
P162,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],a,Group: 2
P296,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],a,Group: 2
P31,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],a,Group: 2
P151,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],baa,Group: 2
P369,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],bba,Group: 2
P326,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],bba,Group: 2
P301,[3-13],[1-17],[2-12],[3-16],[3-11],[3-11],[2-15],[1-18],[1-13],[2-13],[2-18],[3-15],[2-14],[2-15],[3-15],[1-12],[1-18],[5-13],[3-16],[2-11],[4-12],[0-13],[3-16],[1-11],[3-12],[3-15],[2-7],[2-10],[1-14],[0-12],[2-13],[2-10],[1-17],[0-11],[1-10],[1-12],[2-14],[0-10],[2-13],[0-13],[1-11],[1-13],[3-10],[2-21],[1-16],[2-11],[1-13],[1-17],[1-9],[1-16],[1-10],[1-13],a,Group: 2
P144,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P29,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],bba,Group: 3
P398,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P11,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P71,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P145,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],bba,Group: 3
P81,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],bba,Group: 3
P32,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P147,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P74,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P397,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],bba,Group: 3
P50,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P110,[7-15],[3-13],[6-17],[4-17],[4-17],[6-21],[4-15],[5-16],[6-13],[4-15],[5-18],[6-18],[5-16],[3-17],[5-15],[7-16],[6-19],[5-25],[5-21],[6-17],[5-18],[7-15],[5-16],[3-20],[6-20],[5-21],[4-11],[5-13],[5-15],[4-12],[3-13],[4-19],[3-15],[4-19],[2-18],[4-13],[5-14],[5-11],[4-12],[5-19],[3-11],[5-17],[5-14],[4-16],[4-12],[5-12],[4-15],[3-20],[3-17],[4-14],[3-14],[3-21],baa,Group: 3
P312,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
P319,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],ccb,Group: 4
P68,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
P209,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
P14,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
P20,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
P198,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],ccb,Group: 4
P13,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
P33,[3-15],[2-19],[3-12],[6-17],[3-16],[6-19],[3-18],[3-16],[0-15],[2-19],[2-16],[3-17],[6-18],[2-17],[3-25],[3-18],[3-16],[4-22],[5-16],[6-21],[4-16],[5-18],[1-14],[6-16],[3-17],[4-20],[2-14],[4-18],[4-13],[0-16],[3-16],[4-11],[1-13],[4-15],[4-19],[4-11],[2-13],[3-13],[4-12],[3-13],[4-12],[2-13],[4-14],[4-13],[3-16],[3-14],[6-17],[1-19],[4-15],[5-16],[5-17],[5-18],baa,Group: 4
